line_id,doc_ids,truth_kind,txn_date,amount_paise,narration
BL-000013,SETL-setl_00000007,gateway_settlement,2026-03-18,11192543,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000007 UTR 900000000403
BL-000014,SETL-setl_00000008,gateway_settlement,2026-03-19,15255632,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000008 UTR 900000000474
BL-000015,AP-RT-2026-000029,matchable,2026-03-20,-21124400,NEFT DR SBIN0000921 900000009922 FROM VRUNDAVAN INTERIORS PVT LTD full and final INR 21124
BL-000016,SETL-setl_00000009,gateway_settlement,2026-03-20,13543506,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000009 UTR 900000000561
BL-000017,SETL-setl_00000010,gateway_settlement,2026-03-21,11364254,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000010 UTR 900000000628
BL-000018,AP-VB-2026-000058,matchable,2026-03-23,-35657600,VB-2026-000058 NEFT DR KKBK0000812 900000011303 FROM LOHILOG LOGISTICS security deposit IN
BL-000019,SETL-setl_00000012,gateway_settlement,2026-03-23,471790,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000012 UTR 900000000786
BL-000020,SETL-setl_00000011,gateway_settlement,2026-03-23,10131006,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000011 UTR 900000000712
BL-000021,SETL-setl_00000013,gateway_settlement,2026-03-24,1828487,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000013 UTR 900000000801
BL-000022,AR-INV-2026-000126,matchable_amount_mismatch,2026-03-24,147967900,NEFT CR ICIC0000429 900000014298 FROM ORBITEX PAPER MILLS PVT LTD invoice settlement INR 1
BL-000023,SETL-setl_00000014,gateway_settlement,2026-03-25,13238695,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000014 UTR 900000000846
BL-000024,AR-INV-2026-000083,matchable,2026-03-25,231150500,INV-2026-000083 NEFT CR SBIN0000921 900000012307 FROM ORBIPAP MI security deposit INR 2311
BL-000025,AP-RT-2026-000069,matchable,2026-03-26,-32394500,NEFT DR SBIN0000921 900000011772 FROM LOHIYA LOGISTICS P against inv INR 323945.00 RT-2026
BL-000026,SETL-setl_00000015,gateway_settlement,2026-03-26,12388581,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000015 UTR 900000000858
BL-000027,AR-INV-2026-000026,matchable,2026-03-26,26538800,UPI/HDFC0001234/178992597125/nalarec@ybl/NALANDA RECYCLERS LLP
BL-000028,SETL-setl_00000016,gateway_settlement,2026-03-27,15622519,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000016 UTR 900000000888
BL-000029,AR-INV-2026-000213;AR-INV-2026-000233;AR-INV-2026-000255,matchable_lumpsum,2026-03-27,42459300,NEFT CR UTIB0002233 900000080364 FROM GOLDCREST WAREHOUSING PRIVATE LIMITED freight charge
BL-000030,AR-INV-2026-000043,matchable,2026-03-28,12962900,NEFT CR SBIN0000921 900000010622 FROM GOLDCREST WAREHOUSING PRIVATE LIMITED part payment I
BL-000031,SETL-setl_00000017,gateway_settlement,2026-03-28,20335674,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000017 UTR 900000000963
BL-000032,AR-INV-2026-000150,matchable,2026-03-28,78411300,INV-2026-000150 RTGS HDFC0001234 900000015527 SAPTAGIRI ANALYTICS LTD INR 784113.00 part p
BL-000033,AP-VB-2026-000081,matchable,2026-03-30,-44683200,NEFT DR KKBK0000812 900000012198 FROM LOHIYA LOGIST security deposit INR 446832.00
BL-000034,SETL-setl_00000019,gateway_settlement,2026-03-30,8852595,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000019 UTR 900000001093
BL-000035,SETL-setl_00000018,gateway_settlement,2026-03-30,23596239,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000018 UTR 900000001060
BL-000036,AR-INV-2026-000004,matchable,2026-03-30,81622700,NEFT CR HDFC0001234 900000008927 FROM ASHWINI CABLE SYSTEMS LLP material supply INR 816227
BL-000037,AR-INV-2026-000185,matchable_amount_mismatch,2026-03-30,94120600,NEFT CR HDFC0001234 900000017066 FROM GOLDCREST WAREHOUSING PRIVATE LIMITED full and final
BL-000038,AR-INV-2026-000024,matchable,2026-03-30,338417100,INV-2026-000024 NEFT CR HDFC0001234 900000009775 FROM GOLDCREST STEEL TRADERS COMPANY amc 
BL-000039,SETL-setl_00000020,gateway_settlement,2026-03-31,1672747,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000020 UTR 900000001106
BL-000040,AR-INV-2026-000023,matchable,2026-03-31,18180300,INV-2026-000023 CHQ CLG VEDIKA TEX  INV-2026-000023
BL-000041,AR-INV-2026-000032,matchable,2026-03-31,74192400,NEFT CR HDFC0001234 900000010088 FROM GOLDCREST STEEL TRAD against inv INR 741924.00
BL-000042,AP-SALARY-202604-0,matchable,2026-04-01,-345000000,NEFT DR UTIB0002233 900000079298 FROM ACME PAYROLL against inv INR 3450000.00
BL-000043,AP-VB-2026-000016,matchable,2026-04-01,-44658300,NEFT DR KKBK0000812 900000009464 FROM EVERSTONE RECYCLERS COMPANY material supply INR 4465
BL-000044,SETL-setl_00000021,gateway_settlement,2026-04-01,16764818,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000021 UTR 900000001192
BL-000045,AR-INV-2026-000202,matchable,2026-04-01,67457700,INV-2026-000202 RTGS UTIB0002233 900000018003 SAPTAGIRI ANALYTICS & CO INR 674577.00 again
BL-000046,SETL-setl_00000022,gateway_settlement,2026-04-02,15099059,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000022 UTR 900000001289
BL-000047,AR-INV-2026-000048,matchable,2026-04-02,18965100,UPI/HDFC0001234/751393522113/nalarec@paytm/NALANDA RECYCLER
BL-000048,AP-EMI-202604-0,matchable,2026-04-03,-125000000,NEFT DR SBIN0000921 900000079357 FROM STATE BANK EQUIP LOAN invoice settlement INR 1250000
BL-000049,AP-VB-2026-000261,matchable,2026-04-03,-21968100,CHQ CLG ANANT INFRA ELECTR 
BL-000050,SETL-setl_00000023,gateway_settlement,2026-04-03,17004809,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000023 UTR 900000001306
BL-000051,AR-INV-2026-000144,matchable,2026-04-03,36293100,UPI/HDFC0001234/605761818651/merilab@okhdfcbank/MERIDIAN LAB SUPPLIES LTD/INV-2026-000144
BL-000052,AR-INV-2026-000090,matchable,2026-04-03,69298000,UPI/HDFC0001234/737374474366/INV-2026-000090/nalarec@ybl/NALANDA RECYCLERS LLP
BL-000053,AR-INV-2026-000287,matchable_amount_mismatch,2026-04-03,116177600,INV-2026-000287 RTGS KKBK0000812 900000021437 SAPTAGIRI ANALYTICS BTD INR 1161776.00 advan
BL-000054,AP-RT-2026-000039,matchable,2026-04-04,-127359200,NEFT DR HDFC0001234 900000010420 FROM EVERSTONE RE  security deposit INR 1273592.00 RT-202
BL-000055,AP-VB-2026-000041,matchable,2026-04-04,-56808000,NEFT DR ICIC0000429 900000010571 FROM EVERSTONE RECYCLERS PRIVATE LI advance INR 568080.00
BL-000056,AP-RT-2026-000037,matchable,2026-04-04,-46996500,NEFT DR HDFC0001234 900000010248 FROM TRINETRA AGRI INPUTS FAR invoice settlement INR 4699
BL-000057,AP-VB-2026-000117,matchable,2026-04-04,-17485800,VB-2026-000117 RTGS SBIN0000921 900000013781 SUNDARA WATER TREATMENT LTD INR 174858.00 fre
BL-000058,SETL-setl_00000024,gateway_settlement,2026-04-04,8318430,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000024 UTR 900000001341
BL-000059,AR-INV-2026-000044,matchable,2026-04-04,31833900,NEFT CR ICIC0000429 900000010676 FROM ASHWINI INTERIORS  advance INR 318339.00 INV-2026-00
BL-000060,AP-GST-202604,matchable,2026-04-06,-397149500,NEFT DR KKBK0000812 900000079453 FROM INCOME TAX GS security deposit INR 3971495.00
BL-000061,AP-VB-2026-000074,matchable,2026-04-06,-86455500,VB-2026-000074 CHQ CLG ANANT INFRA ELECTRICAL VB-2026-000074
BL-000062,AP-RENT-202604-0,matchable,2026-04-06,-78000000,RENT-202604 NEFT DR KKBK0000812 900000079332 FROM SKYLINE ESTATES  amc renewal INR 780000.
BL-000063,AP-RT-2026-000076,matchable,2026-04-06,-34151800,NEFT DR KKBK0000812 900000011970 FROM VRUNDAVAN INTERIORS PVT LTD full and final INR 34151
BL-000064,AP-VB-2026-000079,matchable,2026-04-06,-34038700,NEFT DR SBIN0000921 900000012116 FROM VRUNDAVAN INTERIORS PVT LTD advance INR 340387.00
BL-000065,AP-VB-2026-000036,matchable,2026-04-06,-14712500,NEFT DR UTIB0002233 900000010205 FROM EVERSTONE RECYCLERS PVT LTD material supply INR 1471
BL-000066,SETL-setl_00000026,gateway_settlement,2026-04-06,1738179,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000026 UTR 900000001409
BL-000067,SETL-setl_00000025,gateway_settlement,2026-04-06,13345183,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000025 UTR 900000001369
BL-000068,AR-INV-2026-000305,matchable,2026-04-06,31973700,RTGS ICIC0000429 900000022171 SAPTAGIRI ANALYTICS PRIVATE LIMITED INR 319737.00 milestone 
BL-000069,AR-INV-2026-000142,matchable,2026-04-06,37472000,NEFT CR ICIC0000429 900000015135 FROM ORBITEX PAPER MILLS LLP freight charges INR 374720.0
BL-000070,AR-INV-2026-000186,matchable,2026-04-06,66975800,UPI/HDFC0001234/111579720707/INV-2026-000186/orbidai@okhdfcbank/ORBITEX DAIRY FOODS PVT LT
BL-000071,AR-INV-2026-000254,matchable,2026-04-06,70043300,UPI/HDFC0001234/552042247491/merilab@okhdfcbank/MERIDIAN LAB SUP
BL-000072,AR-INV-2026-000102,matchable,2026-04-06,101870700,NEFT CR HDFC0001234 900000013094 FROM PUSHPA METALS AGRI INPUTS PRIVATE LIMITED amc renewa
BL-000073,AR-INV-2026-000174,matchable,2026-04-06,121873700,NEFT CR HDFC0001234 900000016441 FROM ORBITEX PAPER MILLS LTD security deposit INR 1218737
BL-000074,AP-RT-2026-000097,matchable_amount_mismatch,2026-04-07,-59195700,RT-2026-000097 CHQ CLG ANANELE ELE  RT-2026-000097
BL-000075,AP-VB-2026-000114,matchable,2026-04-07,-30575300,NEFT DR KKBK0000812 900000013578 FROM VRUNDAVAN INTERIORS PVT LTD full and final INR 30575
BL-000076,AP-VB-2026-000209,matchable,2026-04-07,-21443700,NEFT DR ICIC0000429 900000018249 FROM VRUNDAVAN INTERIORS PVT LTD advance INR 214437.00 VB
BL-000077,AR-INV-2026-000033,matchable,2026-04-07,24046400,INV-2026-000033 CHQ CLG VEDIKA TEXJILES COMPANY INV-2026-000033
BL-000078,AR-INV-2026-000059,matchable,2026-04-07,27321100,NEFT CR HDFC0001234 900000011351 FROM ASHWINI INTERIORS & CO invoice settlement INR 273211
BL-000079,AR-INV-2026-000251,matchable,2026-04-07,77928600,NEFT CR UTIB0002233 900000019869 FROM ORBITEX PAPER MILLS PVT LTD part payment INR 779286.
BL-000080,AP-RT-2026-000164,matchable,2026-04-08,-48609100,NEFT DR UTIB0002233 900000015985 FROM VRUNDAVAN INTERIORS & CO invoice settlement INR 4860
BL-000081,AP-RT-2026-000070,matchable,2026-04-08,-29971300,RT-2026-000070 NEFT DR HDFC0001234 900000011801 FROM EVERREC RECYCLERS freight charges INR
BL-000082,AP-RT-2026-000030,matchable,2026-04-08,-21501100,RT-2026-000030 NEFT DR SBIN0000921 900000009941 FROM NORTHLINE ROO full and final INR 2150
BL-000083,AP-VB-2026-000140,matchable,2026-04-08,-5784300,NEFT DR UTIB0002233 900000015014 FROM EVERSTONE RECYCLER milestone 2 INR 57843.00
BL-000084,AR-INV-2026-000006,matchable,2026-04-08,8997800,NEFT CR HDFC0001234 900000008972 FROM SURYAVANSH CATERING SERVICES KOC against inv INR 899
BL-000085,SETL-setl_00000027,gateway_settlement,2026-04-08,9073926,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000027 UTR 900000001423
BL-000086,AR-INV-2026-000025,matchable,2026-04-08,22225800,NEFT CR ICIC0000429 900000009817 FROM ZENITH ONE LOGISTICS EAG advance INR 222258.00
BL-000087,AR-INV-2026-000106,matchable,2026-04-08,32859800,UPI/HDFC0001234/382239400971/INV-2026-000106/nalarec@okaxis/NALANDA RECYCLE
BL-000088,AP-VB-2026-000055,matchable,2026-04-09,-35583500,NEFT DR ICIC0000429 900000011148 FROM TRINETRA AGRI INPUTS COMPANY security deposit INR 35
BL-000089,AP-RT-2026-000191,matchable,2026-04-09,-29870900,RT-2026-000191 RTGS HDFC0001234 900000017413 SUNDARA WATER TREATMENT LTD INR 298709.00 par
BL-000090,AP-VB-2026-000015,matchable,2026-04-09,-24051500,NEFT DR SBIN0000921 900000009410 FROM TRTNETRA AGRI  freight charges INR 240515.00 VB-2026
BL-000091,AP-VB-2026-000173,matchable,2026-04-09,-13569900,VB-2026-000173 CHQ CLG ANANT INFRA ELECTRICALS LTD VB-2026-000173
BL-000092,AP-RT-2026-000319,matchable,2026-04-09,-6334500,RT-2026-000319 NEFT DR ICIC0000429 900000022891 FROM VRUNDAVAN INTERIORS PVT LTD invoice s
BL-000093,SETL-setl_00000028,gateway_settlement,2026-04-09,9947777,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000028 UTR 900000001482
BL-000094,AR-INV-2026-000176,matchable,2026-04-09,35468000,NEFT CR ICIC0000429 900000016552 FROM PUSHPA METALS AGRI INPUTS KOC invoice settlement INR
BL-000095,AR-INV-2026-000061,matchable,2026-04-09,40364800,NEFT CR UTIB0002233 900000011481 FROM SURYAVANSH CATERING SERVICWS COMPANY advance INR 403
BL-000096,AP-RT-2026-000276,matchable,2026-04-10,-77982000,RT-2026-000276 NEFT DR ICIC0000429 900000020971 FROM LOHIYA LOGISTICS PRIVATE LIMITED secu
BL-000097,AP-RT-2026-000131,matchable,2026-04-10,-27850400,NEFT DR KKBK0000812 900000014510 FROM EVERSTONE RECYCLE invoice settlement INR 278504.00 R
BL-000098,SETL-setl_00000029,gateway_settlement,2026-04-10,7925428,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000029 UTR 900000001515
BL-000099,AR-INV-2026-000248,matchable_amount_mismatch,2026-04-10,41905800,INV-2026-000248 RTGS KKBK0000812 900000019755 SAPTAGIRI ANALYTICS LTD INR 419058.00 invoic
BL-000100,AR-INV-2026-000256,matchable,2026-04-10,45248200,UPI/HDFC0001234/737430961166/merilab@ybl/MERIDIAN LEB S/INV-2026-000256
BL-000101,AR-INV-2026-000253,matchable,2026-04-10,73039900,UPI/HDFC0001234/997462482231/orbidai@okhdfcbank/ORBITEX DAIRY FOODS P
BL-000102,AR-INV-2026-000290,matchable,2026-04-10,81594800,UPI/HDFC0001234/766748144146/INV-2026-000290/merilab@paytm/MERIDIAN LAB SUPPLIES LLP
BL-000103,AP-VB-2026-000162,matchable,2026-04-11,-45680000,VB-2026-000162 CHQ CLG ANANT INFRA ELECTRICALS PRIVATE LIMITED VB-2026-000162
BL-000104,AP-VB-2026-000416,matchable,2026-04-11,-45497600,CHQ CLG ANANELE ELE  
BL-000105,SETL-setl_00000030,gateway_settlement,2026-04-11,13094066,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000030 UTR 900000001584
BL-000106,AR-INV-2026-000274,matchable,2026-04-11,32050600,NEFT CR KKBK0000812 900000020814 FROM PUSHPA METALS AGRI  freight charges INR 320506.00
BL-000107,AR-INV-2026-000324,matchable_amount_mismatch,2026-04-11,83565500,NEFT CR SBIN0000921 900000023042 FROM ORBITEX PAPER MILLS PVT LTD advance INR 835655.00
BL-000108,SETL-setl_00000032,gateway_settlement,2026-04-13,1835392,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000032 UTR 900000001646
BL-000109,SETL-setl_00000031,gateway_settlement,2026-04-13,9799559,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000031 UTR 900000001621
BL-000110,AR-INV-2026-000219,matchable,2026-04-13,35733800,INV-2026-000219 NEFT CR KKBK0000812 900000018490 FROM ASHWINI INTERIORS & CO invoice settl
BL-000111,AR-INV-2026-000368,matchable,2026-04-13,44579100,INV-2026-000368 NEFT CR HDFC0001234 900000025063 FROM ORBITEX PAPER  invoice settlement IN
BL-000112,AR-INV-2026-000188,matchable,2026-04-13,63566200,NEFT CR ICIC0000429 900000017297 FROM GOLDCRESTNSTEEL TRADERS COMPANY against inv INR 6356
BL-000113,AR-INV-2026-000286,matchable,2026-04-13,78831300,UPI/HDFC0001234/631232368183/orbidai@paytm/ORBITEX DAIRY FOODS & CO
BL-000114,AR-INV-2026-000166,matchable,2026-04-13,100259800,UPI/HDFC0001234/637804967389/merilab@okaxis/MERIDIAN LAB SUPPLIES LLP
BL-000115,AP-RT-2026-000353,matchable,2026-04-14,-17633800,CHQ CLG ANANT INFRA ELECTRICA 
BL-000116,SETL-setl_00000033,gateway_settlement,2026-04-14,2523849,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000033 UTR 900000001689
BL-000117,AR-INV-2026-000230,matchable,2026-04-14,29327600,INV-2026-000230 NEFT CR SBIN0000921 900000018952 FROM GOLDCREST STEEL TRADERS COMPANY amc 
BL-000118,AP-VB-2026-000433,matchable,2026-04-15,-103756300,VB-2026-000433 NEFT DR KKBK0000812 900000027921 FROM VRUNDAVAN IN invoice settlement INR 1
BL-000119,AP-RT-2026-000301,matchable,2026-04-15,-98001500,CHQ CLG ANANT INFRA 
BL-000120,AP-VB-2026-000057,matchable,2026-04-15,-71422300,NEFT DR KKBK0000812 900000011272 FROM NORTHLINE ROOF full and final INR 714223.00
BL-000121,SETL-setl_00000034,gateway_settlement,2026-04-15,11217118,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000034 UTR 900000001754
BL-000122,AR-INV-2026-000246,matchable,2026-04-15,12381600,INV-2026-000246 CHQ CLG VEDIKA TEXTI INV-2026-000246
BL-000123,AR-INV-2026-000022,matchable,2026-04-15,20332700,NEFT CR ICIC0000429 900000009639 FROM SURYAVANSH CATERING SERVICES COMPANY against inv INR
BL-000124,AR-INV-2026-000304,matchable,2026-04-15,38828600,UPI/HDFC0001234/377576455166/orbidai@okaxis/ORBITEX DAIRY FOODS PVT LTD
BL-000125,AP-VB-2026-000317,matchable,2026-04-16,-42681900,RTGS KKBK0000812 900000022766 SUNDARA WATER TREATMENT LTD INR 426819.00 freight charges
BL-000126,AP-VB-2026-000052,matchable,2026-04-16,-35192000,NEFT DR KKBK0000812 900000010983 FROM NORTHLINE ROOFING PRODUC against inv INR 351920.00
BL-000127,AP-VB-2026-000056,matchable,2026-04-16,-28675500,VB-2026-000056 NEFT DR HDFC0001234 900000011240 FROM TRINETRA AGRI INPUTS COMPANY against 
BL-000128,SETL-setl_00000035,gateway_settlement,2026-04-16,10084338,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000035 UTR 900000001804
BL-000129,AR-INV-2026-000396,matchable,2026-04-16,30937900,UPI/HDFC0001234/152883750881/INV-2026-000396/merilab@okaxis/MERIDIAN LAB SUP
BL-000130,AR-INV-2026-000089,matchable,2026-04-16,54543000,NEFT CR SBIN0000921 900000012517 FROM SAHYADRI POLYMERS PVT LTD advance INR 545430.00
BL-000131,AR-INV-2026-000335,matchable,2026-04-16,59176600,UPI/HDFC0001234/870026685794/orbidai@okhdfcbank/ORBITEX DAIRY FOOD/INV-2026-000335
BL-000132,AP-RT-2026-000299,matchable,2026-04-17,-52639900,NEFT DR SBIN0000921 900000021871 FROM LOHIYA LOG  advance INR 526399.00
BL-000133,AP-RT-2026-000196,matchable,2026-04-17,-42204400,RT-2026-000196 RTGS HDFC0001234 900000017763 VAISHNAVI PIPING SOLUTIONS LTD INR 422044.00 
BL-000134,AP-RT-2026-000068,matchable_amount_mismatch,2026-04-17,-41841300,UPI/HDFC0001234/267551933154/RT-2026-000068/pragcon@okhdfcbank/PRAGATI CONVEYANCES 
BL-000135,AP-RT-2026-000318,matchable,2026-04-17,-36848100,RTGS SBIN0000921 900000022854 SUNDARA WATER TREA INR 368481.00 invoice settlement RT-2026-
BL-000136,AP-VB-2026-000080,matchable,2026-04-17,-18276500,VB-2026-000080 NEFT DR ICIC0000429 900000012134 FROM MERIDIAN P advance INR 182765.00
BL-000137,AP-VB-2026-000077,matchable,2026-04-17,-6318800,UPI/HDFC0001234/808064767601/VB-2026-000077/merihar@paytm/MERIDIAN HARDWARE LTD
BL-000138,SETL-setl_00000036,gateway_settlement,2026-04-17,11084595,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000036 UTR 900000001873
BL-000139,AR-INV-2026-000337,matchable_amount_mismatch,2026-04-17,59964900,NEFT CR SBIN0000921 900000023536 FROM PUSHPA METALS AGRI INPUTS LTD part payment INR 59964
BL-000140,AR-INV-2026-000008,matchable,2026-04-17,67482400,UPI/HDFC0001234/347096472310/INV-2026-000008/ashwcol@okaxis/ASHWINI COLD CHAI
BL-000141,AR-INV-2026-000310,matchable_amount_mismatch,2026-04-17,86733900,NEFT CR HDFC0001234 900000022445 FROM GOLDCREST S  against inv INR 867339.00
BL-000142,AR-INV-2026-000149;AR-INV-2026-000288;AR-INV-2026-000303,matchable_lumpsum,2026-04-17,284314300,"UPI/HDFC0001234/353278421893/INV-2026-000149,INV-2026-000288,INV-2026-000303/nalarec@paytm"
BL-000143,AP-VB-2026-000019,matchable,2026-04-18,-78874600,NEFT DR SBIN0000921 900000009572 FROM MERIDIAN PO amc renewal INR 788746.00 VB-2026-000019
BL-000144,AP-VB-2026-000169,matchable,2026-04-18,-56055200,RTGS SBIN0000921 900000016213 VAISHNLVI PIPING SOLUTIONS LTD INR 560552.00 freight charges
BL-000145,AP-RT-2026-000158,matchable,2026-04-18,-41172800,NEFT DR UTIB0002233 900000015785 FROM TRINETRA AGRI INPUTS PV milestone 2 INR 411728.00
BL-000146,AP-VB-2026-000194,matchable,2026-04-18,-38488500,NEFT DR KKBK0000812 900000017595 FROM EVERSTONE RECYCLERS & CO milestone 2 INR 384885.00
BL-000147,SETL-setl_00000037,gateway_settlement,2026-04-18,8788696,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000037 UTR 900000001939
BL-000148,AR-INV-2026-000218,matchable,2026-04-18,10329800,UPI/HDFC0001234/215096033793/INV-2026-000218/anancon@okaxis/ANANT INFRA CONVEYANCES PVT LT
BL-000149,AR-INV-2026-000183,matchable,2026-04-18,13128100,CHQ CLG VEDIKA TEXTILES COMPANY 
BL-000150,AR-INV-2026-000461,matchable,2026-04-18,25732100,INV-2026-000461 NEFT CR HDFC0001234 900000029379 FROM GOLDCREST WAREHOUSING COMPANY invoic
BL-000151,AR-INV-2026-000313,matchable,2026-04-18,42399000,NEFT CR KKBK0000812 900000022567 FROM GOLDCREST WAREHOUSING PRIVATE  freight charges INR 4
BL-000152,AR-INV-2026-000216,matchable,2026-04-18,52388900,INV-2026-000216 CHQ CLG VEDIKA TEXTILES  INV-2026-000216
BL-000153,AR-INV-2026-000204,matchable,2026-04-18,56994300,UPI/HDFC0001234/844359046162/merilab@okhdfcbank/MERIDIAN LAB SUPPLIES LLP
BL-000154,AP-VB-2026-000095,matchable,2026-04-20,-72723900,NEFT DR UTIB0002233 900000012770 FROM TRINETRA AGRI INPUTS COMPANY advance INR 727239.00
BL-000155,AP-RT-2026-000320,matchable,2026-04-20,-52552500,NEFT DR UTIB0002233 900000022960 FROM VRUNDAVAN INTERIORS PVT LTD material supply INR 5255
BL-000156,AP-RT-2026-000014,matchable,2026-04-20,-51245700,UPI/HDFC0001234/296800153737/RT-2026-000014/eversta@okaxis/EVERSTONE STAFFING LLP
BL-000157,AP-VB-2026-000075,matchable,2026-04-20,-41495700,NEFT DR SBIN0000921 900000011964 FROM VRUNDAVAN INTERIORS PVT LTD part payment INR 414957.
BL-000158,AP-RT-2026-000133,matchable,2026-04-20,-26196900,NEFT DR KKBK0000812 900000014591 FROM MERIDIAN POLYMERS NAG invoice settlement INR 261969.
BL-000159,AP-VB-2026-000221,matchable,2026-04-20,-15795400,NEFT DR UTIB0002233 900000018564 FROM EVERSTONE RECYCLERS & CO part payment INR 157954.00 
BL-000160,AP-RT-2026-000153,matchable,2026-04-20,-12621900,NEFT DR SBIN0000921 900000015581 FROM MERIDIAN POLYMERS PVT LTD milestone 2 INR 126219.00
BL-000161,AP-RT-2026-000333,matchable,2026-04-20,-10383200,RTGS UTIB0002233 900000023259 SUNDARA WATER TREATMENT JAI INR 103832.00 material supply
BL-000162,SETL-setl_00000039,gateway_settlement,2026-04-20,4123357,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000039 UTR 900000001968
BL-000163,AR-INV-2026-000122,matchable,2026-04-20,5396600,NEFT CR UTIB0002233 900000014002 FROM SURYAVANSH PRINT SOLUTIONS & CO invoice settlement I
BL-000164,AR-INV-2026-000478,matchable,2026-04-20,5632500,NEFT CR UTIB0002233 900000030088 FROM GOLDCREST WAR against inv INR 56325.00 INV-2026-0004
BL-000165,SETL-setl_00000038,gateway_settlement,2026-04-20,11728568,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000038 UTR 900000001950
BL-000166,AR-INV-2026-000206,matchable,2026-04-20,23423600,INV-2026-000206 CHQ CLG VEDIKA TEXTILES COMPANY INV-2026-000206
BL-000167,AR-INV-2026-000107,matchable,2026-04-20,30323400,NEFT CR UTIB0002233 900000013344 FROM VEDIKA FAC security deposit INR 303234.00
